9501	-2.56
9502	-2.544
9503	-2.868
9504	-2.773
9505	-2.52
9506	-2.544
9507	-2.363
9508	-2.911
9509	-2.793
9510	-2.898
9511	-2.602
9512	-2.981
9513	-2.648
9514	-2.687
9515	-2.546
9516	-2.523
9517	-2.919
9518	-2.966
9519	-3.238
9520	-2.729
9521	-2.725
9522	-2.61
9523	-2.912
9524	-2.338
9525	-2.884
9526	-2.573
9527	-2.67
9528	-2.648
9529	-2.698
9530	-2.944
9531	-2.593
9532	-2.568
9533	-2.818
9534	-2.666
9535	-2.436
9536	-2.414
9537	-2.521
9538	-2.705
9539	-2.895
9540	-2.771
9541	-2.69
9542	-2.406
9543	-2.534
9544	-2.544
9545	-2.777
9546	-2.586
9547	-2.712
9548	-2.688
9549	-2.62
9550	-2.627
9551	-2.423
9552	-2.784
9553	-2.633
9554	-2.779
9555	-2.907
9556	-2.604
9557	-2.6
9558	-2.743
9559	-3.025
9560	-2.64
9561	-2.534
9562	-2.636
9563	-2.696
9564	-2.472
9565	-2.498
9566	-2.852
9567	-2.767
9568	-2.681
9569	-2.72
9570	-2.694
9571	-2.878
9572	-2.877
9573	-2.589
9574	-2.672
9575	-2.688
9576	-2.893
9577	-2.7
9578	-2.623
9579	-2.731
9580	-2.644
9581	-2.734
9582	-2.676
9583	-2.674
9584	-2.866
9585	-2.991
9586	-2.884
9587	-2.769
9588	-2.679
9589	-2.886
9590	-2.613
9591	-2.746
9592	-2.748
9593	-2.899
9594	-2.429
9595	-2.501
9596	-2.65
9597	-2.516
9598	-2.473
9599	-3.355
9600	-2.383
9601	-2.648
9602	-2.619
9603	-3.231
9604	-2.406
9605	-2.705
9606	-2.574
9607	-2.437
9608	-2.707
9609	-2.669
9610	-2.76
9611	-2.785
9612	-2.873
9613	-2.467
9614	-2.782
9615	-2.626
9616	-2.596
9617	-2.506
9618	-2.901
9619	-2.665
9620	-2.769
9621	-2.818
9622	-2.803
9623	-2.657
9624	-2.801
9625	-2.579
9626	-2.379
9627	-2.847
9628	-2.692
9629	-2.559
9630	-2.84
9631	-2.495
9632	-2.609
9633	-2.657
9634	-2.655
9635	-2.918
9636	-2.53
9637	-2.808
9638	-2.563
9639	-2.486
9640	-2.709
9641	-2.638
9642	-2.566
9643	-3.012
9644	-2.775
9645	-2.526
9646	-2.47
9647	-2.674
9648	-2.833
9649	-2.878
9650	-2.822
9651	-2.513
9652	-2.546
9653	-2.769
9654	-2.954
9655	-2.542
9656	-2.617
9657	-2.752
9658	-2.596
9659	-2.467
9660	-2.506
9661	-2.525
9662	-2.391
9663	-2.79
9664	-2.753
9665	-2.667
9666	-3.062
9667	-3.064
9668	-2.754
9669	-2.632
9670	-2.803
9671	-2.468
9672	-2.6
9673	-2.805
9674	-2.809
9675	-2.771
9676	-2.968
9677	-2.513
9678	-2.538
9679	-2.684
9680	-2.79
9681	-2.761
9682	-2.545
9683	-2.65
9684	-2.694
9685	-2.805
9686	-2.507
9687	-2.504
9688	-2.84
9689	-2.846
9690	-2.918
9691	-2.531
9692	-2.66
9693	-2.84
9694	-2.638
9695	-2.833
9696	-2.412
9697	-2.883
9698	-2.802
9699	-2.405
9700	-2.969
9701	-2.641
9702	-2.571
9703	-2.577
9704	-2.659
9705	-2.648
9706	-2.823
9707	-2.629
9708	-2.419
9709	-2.6
9710	-2.783
9711	-2.85
9712	-2.986
9713	-2.793
9714	-2.551
9715	-2.725
9716	-2.621
9717	-2.917
9718	-3.002
9719	-2.466
9720	-2.655
9721	-2.443
9722	-2.527
9723	-2.855
9724	-2.558
9725	-2.629
9726	-2.633
9727	-2.843
9728	-2.778
9729	-2.815
9730	-2.824
9731	-2.475
9732	-2.735
9733	-2.69
9734	-2.565
9735	-2.672
9736	-2.587
9737	-2.928
9738	-2.567
9739	-2.393
9740	-2.8
9741	-2.868
9742	-2.504
9743	-2.683
9744	-2.556
9745	-2.436
9746	-2.648
9747	-2.79
9748	-2.799
9749	-2.504
9750	-2.918
9751	-2.894
9752	-2.721
9753	-2.852
9754	-2.633
9755	-2.659
9756	-2.953
9757	-2.767
9758	-2.537
9759	-2.434
9760	-2.891
9761	-2.957
9762	-2.406
9763	-2.351
9764	-2.599
9765	-2.848
9766	-2.675
9767	-2.988
9768	-2.534
9769	-2.655
9770	-2.871
9771	-2.659
9772	-2.629
9773	-2.735
9774	-2.458
9775	-2.396
9776	-2.429
9777	-2.976
9778	-2.844
9779	-2.825
9780	-2.605
9781	-2.699
9782	-2.471
9783	-2.845
9784	-2.913
9785	-2.644
9786	-2.256
9787	-2.684
9788	-2.669
9789	-2.886
9790	-2.741
9791	-2.499
9792	-2.73
9793	-2.526
9794	-2.791
9795	-3.074
9796	-2.904
9797	-2.342
9798	-2.805
9799	-2.485
9800	-2.849
9801	-2.589
9802	-2.772
9803	-3.041
9804	-2.553
9805	-2.661
9806	-3.004
9807	-2.631
9808	-2.863
9809	-2.669
9810	-2.486
